,subject,l_eye_x,l_eye_y,l_eye_s,l_eye_px,l_eye_py,r_eye_x,r_eye_y,r_eye_s,r_eye_px,r_eye_py,g_v,g_h
0,1.0,0.125,0.23214285714285715,0.31547619047619047,0.17261904761904762,0.1488095238095238,0.5595238095238095,0.2857142857142857,0.17857142857142858,0.09523809523809523,0.07738095238095238,-10.0,-5.0
1,1.0,0.18452380952380953,0.2857142857142857,0.22023809523809523,0.14285714285714285,0.10714285714285714,0.5892857142857143,0.32142857142857145,0.13095238095238096,0.07738095238095238,0.05357142857142857,-10.0,-15.0
2,1.0,0.20588235294117646,0.32941176470588235,0.1588235294117647,0.11764705882352941,0.07058823529411765,0.5764705882352941,0.32941176470588235,0.14705882352941177,0.08823529411764706,0.058823529411764705,-10.0,-25.0
3,1.0,0.23170731707317074,0.3170731707317073,0.14634146341463414,0.10365853658536585,0.06097560975609756,0.6097560975609756,0.2926829268292683,0.1524390243902439,0.07926829268292683,0.06707317073170732,-10.0,-20.0
4,1.0,0.15060240963855423,0.2469879518072289,0.28313253012048195,0.10240963855421686,0.024096385542168676,0.5843373493975904,0.30120481927710846,0.15060240963855423,0.07228915662650602,0.060240963855421686,0.0,-5.0
5,1.0,0.19631901840490798,0.3067484662576687,0.1901840490797546,0.1165644171779141,0.08588957055214724,0.6012269938650306,0.3067484662576687,0.15950920245398773,0.08588957055214724,0.06748466257668712,0.0,-10.0
6,1.0,0.18674698795180722,0.29518072289156627,0.22289156626506024,0.13855421686746988,0.10843373493975904,0.5843373493975904,0.30120481927710846,0.18072289156626506,0.10240963855421686,0.08433734939759036,0.0,-25.0
7,1.0,0.1807909604519774,0.2937853107344633,0.2033898305084746,0.14124293785310735,0.1016949152542373,0.5706214689265536,0.3107344632768362,0.15254237288135594,0.096045197740113,0.06779661016949153,0.0,-30.0
8,1.0,0.16279069767441862,0.27325581395348836,0.2441860465116279,0.13953488372093023,0.12209302325581395,0.5581395348837209,0.3081395348837209,0.1569767441860465,0.0872093023255814,0.06395348837209303,0.0,-20.0
9,1.0,0.18235294117647058,0.28823529411764703,0.2,0.10588235294117647,0.08823529411764706,0.5764705882352941,0.3058823529411765,0.15294117647058825,0.08235294117647059,0.052941176470588235,10.0,-5.0
10,1.0,0.19889502762430938,0.32044198895027626,0.16022099447513813,0.09392265193370165,0.06629834254143646,0.5580110497237569,0.3149171270718232,0.14917127071823205,0.08287292817679558,0.055248618784530384,10.0,0.0
11,1.0,0.20348837209302326,0.29069767441860467,0.19186046511627908,0.12209302325581395,0.0872093023255814,0.5872093023255814,0.3023255813953488,0.13953488372093023,0.09302325581395349,0.05813953488372093,10.0,-10.0
12,1.0,0.18232044198895028,0.292817679558011,0.20994475138121546,0.13812154696132597,0.10497237569060773,0.5303867403314917,0.27071823204419887,0.2265193370165746,0.11602209944751381,0.10497237569060773,10.0,-25.0
13,1.0,0.16477272727272727,0.2556818181818182,0.2727272727272727,0.1590909090909091,0.13068181818181818,0.5625,0.2784090909090909,0.19318181818181818,0.10227272727272728,0.08522727272727272,10.0,-30.0
14,1.0,0.2222222222222222,0.3395061728395062,0.13580246913580246,0.09876543209876543,0.05555555555555555,0.5864197530864198,0.32098765432098764,0.15432098765432098,0.09259259259259259,0.06172839506172839,-10.0,-15.0
15,1.0,0.21739130434782608,0.33540372670807456,0.14285714285714285,0.10559006211180125,0.062111801242236024,0.5900621118012422,0.3105590062111801,0.16770186335403728,0.10559006211180125,0.07453416149068323,-10.0,-30.0
16,1.0,0.2236024844720497,0.30434782608695654,0.19254658385093168,0.11180124223602485,0.08695652173913043,0.5962732919254659,0.2981366459627329,0.17391304347826086,0.10559006211180125,0.08074534161490683,-10.0,-40.0
17,1.0,0.21875,0.30625,0.2125,0.125,0.1,0.59375,0.30625,0.18125,0.1125,0.0875,-10.0,-35.0
18,1.0,0.2073170731707317,0.3170731707317073,0.1524390243902439,0.0975609756097561,0.06707317073170732,0.573170731707317,0.29878048780487804,0.17073170731707318,0.0975609756097561,0.07317073170731707,0.0,-20.0
19,1.0,0.21686746987951808,0.3253012048192771,0.15060240963855423,0.0963855421686747,0.06626506024096386,0.5602409638554217,0.3192771084337349,0.14457831325301204,0.10843373493975904,0.060240963855421686,0.0,-15.0
20,1.0,0.21084337349397592,0.3072289156626506,0.16265060240963855,0.0963855421686747,0.07228915662650602,0.5662650602409639,0.30120481927710846,0.1686746987951807,0.10843373493975904,0.07228915662650602,0.0,-25.0
21,1.0,0.22560975609756098,0.3170731707317073,0.18902439024390244,0.18292682926829268,0.12195121951219512,0.5975609756097561,0.3231707317073171,0.1524390243902439,0.10975609756097561,0.06097560975609756,0.0,-40.0
22,1.0,0.21951219512195122,0.3048780487804878,0.17682926829268292,0.10975609756097561,0.07926829268292683,0.5853658536585366,0.29878048780487804,0.16463414634146342,0.10975609756097561,0.07317073170731707,0.0,-35.0
23,1.0,0.22485207100591717,0.31952662721893493,0.15384615384615385,0.09467455621301775,0.0650887573964497,0.5739644970414202,0.2958579881656805,0.17159763313609466,0.10059171597633136,0.07692307692307693,10.0,-20.0
24,1.0,0.22023809523809523,0.30357142857142855,0.18452380952380953,0.17857142857142858,0.10119047619047619,0.5773809523809523,0.2976190476190476,0.17857142857142858,0.10714285714285714,0.07738095238095238,10.0,-30.0
25,1.0,0.2289156626506024,0.29518072289156627,0.1927710843373494,0.10843373493975904,0.09036144578313253,0.5903614457831325,0.30120481927710846,0.1686746987951807,0.10843373493975904,0.0783132530120482,10.0,-40.0
26,1.0,0.2275449101796407,0.2994011976047904,0.16766467065868262,0.11377245508982035,0.08383233532934131,0.5808383233532934,0.2874251497005988,0.18562874251497005,0.11377245508982035,0.08383233532934131,10.0,-45.0
27,1.0,0.23636363636363636,0.3212121212121212,0.15757575757575756,0.10909090909090909,0.07878787878787878,0.5878787878787879,0.3090909090909091,0.1696969696969697,0.11515151515151516,0.07878787878787878,10.0,-35.0
28,1.0,0.12790697674418605,0.20348837209302326,0.3488372093023256,0.20348837209302326,0.19767441860465115,0.25,0.3372093023255814,0.13372093023255813,0.08139534883720931,0.06395348837209303,-10.0,-15.0
29,1.0,0.25268817204301075,0.3387096774193548,0.13440860215053763,0.07526881720430108,0.05913978494623656,0.6021505376344086,0.3333333333333333,0.13440860215053763,0.04838709677419355,0.06451612903225806,-10.0,-5.0
30,1.0,0.2023121387283237,0.3236994219653179,0.18497109826589594,0.10982658959537572,0.07514450867052024,0.6184971098265896,0.34104046242774566,0.13872832369942195,0.04046242774566474,0.057803468208092484,0.0,10.0
31,1.0,0.18857142857142858,0.30857142857142855,0.18857142857142858,0.10857142857142857,0.08571428571428572,0.5828571428571429,0.3314285714285714,0.14857142857142858,0.08,0.05714285714285714,0.0,15.0
32,1.0,0.18032786885245902,0.2786885245901639,0.21311475409836064,0.12568306010928962,0.09836065573770492,0.5737704918032787,0.31693989071038253,0.15300546448087432,0.08743169398907104,0.0546448087431694,0.0,0.0
33,1.0,0.2346368715083799,0.3240223463687151,0.1452513966480447,0.0893854748603352,0.0670391061452514,0.6033519553072626,0.33519553072625696,0.13966480446927373,0.07262569832402235,0.05027932960893855,0.0,-15.0
34,1.0,0.2430939226519337,0.3370165745856354,0.1270718232044199,0.08287292817679558,0.06077348066298342,0.6132596685082873,0.34806629834254144,0.11602209944751381,0.055248618784530384,0.04419889502762431,0.0,-5.0
35,1.0,0.1783783783783784,0.2810810810810811,0.22162162162162163,0.14054054054054055,0.0972972972972973,0.5837837837837838,0.31351351351351353,0.14594594594594595,0.06486486486486487,0.06486486486486487,10.0,10.0
36,1.0,0.18497109826589594,0.2832369942196532,0.20809248554913296,0.11560693641618497,0.08670520231213873,0.5838150289017341,0.3063583815028902,0.15606936416184972,0.08092485549132948,0.06358381502890173,10.0,15.0
37,1.0,0.17647058823529413,0.27807486631016043,0.23529411764705882,0.13903743315508021,0.0962566844919786,0.5828877005347594,0.3155080213903743,0.1497326203208556,0.06417112299465241,0.058823529411764705,10.0,5.0
38,1.0,0.1702127659574468,0.25,0.24468085106382978,0.14361702127659576,0.11702127659574468,0.5797872340425532,0.30851063829787234,0.13829787234042554,0.0797872340425532,0.05851063829787234,10.0,0.0
39,1.0,0.19576719576719576,0.24867724867724866,0.26455026455026454,0.15343915343915343,0.12698412698412698,0.6084656084656085,0.30687830687830686,0.14285714285714285,0.08465608465608465,0.0582010582010582,10.0,-15.0
40,1.0,0.15,0.2833333333333333,0.25555555555555554,0.16111111111111112,0.10555555555555556,0.5888888888888889,0.31666666666666665,0.15555555555555556,0.07777777777777778,0.06666666666666667,10.0,-5.0
41,1.0,0.24725274725274726,0.34065934065934067,0.13736263736263737,0.06593406593406594,0.06593406593406594,0.5934065934065934,0.32967032967032966,0.13736263736263737,0.04945054945054945,0.07142857142857142,-10.0,15.0
42,1.0,0.1978021978021978,0.31868131868131866,0.19230769230769232,0.0989010989010989,0.08241758241758242,0.5,0.25824175824175827,0.26373626373626374,0.13186813186813187,0.14285714285714285,0.0,30.0
43,1.0,0.19337016574585636,0.292817679558011,0.20994475138121546,0.11602209944751381,0.09392265193370165,0.5469613259668509,0.26519337016574585,0.22099447513812154,0.09392265193370165,0.12154696132596685,0.0,20.0
44,1.0,0.18333333333333332,0.29444444444444445,0.21666666666666667,0.12222222222222222,0.1,0.5722222222222222,0.3055555555555556,0.17222222222222222,0.07222222222222222,0.08333333333333333,0.0,10.0
45,1.0,0.19101123595505617,0.29213483146067415,0.21348314606741572,0.10674157303370786,0.09550561797752809,0.5393258426966292,0.2640449438202247,0.2303370786516854,0.10674157303370786,0.11797752808988764,10.0,20.0
46,1.0,0.19662921348314608,0.3146067415730337,0.1797752808988764,0.09550561797752809,0.07865168539325842,0.550561797752809,0.28651685393258425,0.20786516853932585,0.09550561797752809,0.10112359550561797,10.0,10.0
47,1.0,0.24157303370786518,0.3146067415730337,0.1853932584269663,0.07303370786516854,0.07865168539325842,0.5280898876404494,0.24719101123595505,0.25280898876404495,0.1404494382022472,0.1404494382022472,-10.0,40.0
48,1.0,0.21465968586387435,0.3089005235602094,0.18848167539267016,0.09947643979057591,0.08900523560209424,0.581151832460733,0.32460732984293195,0.14136125654450263,0.05235602094240838,0.06806282722513089,-10.0,45.0
49,1.0,0.22033898305084745,0.3050847457627119,0.1977401129943503,0.0847457627118644,0.0903954802259887,0.519774011299435,0.2542372881355932,0.24293785310734464,0.12994350282485875,0.13559322033898305,-10.0,35.0
50,1.0,0.2046783625730994,0.2982456140350877,0.19883040935672514,0.10526315789473684,0.08771929824561403,0.5497076023391813,0.27485380116959063,0.2046783625730994,0.09941520467836257,0.10526315789473684,-10.0,25.0
51,1.0,0.16477272727272727,0.2727272727272727,0.2556818181818182,0.11931818181818182,0.11931818181818182,0.5397727272727273,0.2727272727272727,0.21022727272727273,0.09090909090909091,0.11931818181818182,0.0,40.0
52,1.0,0.2159090909090909,0.30113636363636365,0.17613636363636365,0.07386363636363637,0.07954545454545454,0.5454545454545454,0.2727272727272727,0.20454545454545456,0.10227272727272728,0.10795454545454546,0.0,35.0
53,1.0,0.2033898305084746,0.2824858757062147,0.23728813559322035,0.10734463276836158,0.11299435028248588,0.5706214689265536,0.3107344632768362,0.1807909604519774,0.06779661016949153,0.0903954802259887,0.0,30.0
54,1.0,0.2111111111111111,0.2833333333333333,0.2111111111111111,0.09444444444444444,0.1,0.5611111111111111,0.2777777777777778,0.19444444444444445,0.08333333333333333,0.10555555555555556,0.0,25.0
55,1.0,0.2,0.2833333333333333,0.2222222222222222,0.1,0.10555555555555556,0.5722222222222222,0.3,0.18333333333333332,0.07777777777777778,0.08888888888888889,10.0,40.0
56,1.0,0.1837837837837838,0.2810810810810811,0.23783783783783785,0.11351351351351352,0.11351351351351352,0.5297297297297298,0.2756756756756757,0.21081081081081082,0.11351351351351352,0.11351351351351352,10.0,45.0
57,1.0,0.20555555555555555,0.29444444444444445,0.18888888888888888,0.08333333333333333,0.08333333333333333,0.55,0.3,0.18333333333333332,0.08888888888888889,0.07777777777777778,10.0,30.0
58,1.0,0.23333333333333334,0.3111111111111111,0.17777777777777778,0.1,0.07777777777777778,0.5666666666666667,0.3,0.18333333333333332,0.09444444444444444,0.08888888888888889,10.0,15.0
59,1.0,0.23204419889502761,0.287292817679558,0.1878453038674033,0.09392265193370165,0.08287292817679558,0.574585635359116,0.292817679558011,0.16574585635359115,0.07734806629834254,0.08287292817679558,10.0,25.0
60,2.0,0.19653179190751446,0.30057803468208094,0.2023121387283237,0.10982658959537572,0.09826589595375723,0.5202312138728323,0.2543352601156069,0.23699421965317918,0.12716763005780346,0.12138728323699421,-10.0,0.0
61,2.0,0.19879518072289157,0.29518072289156627,0.21686746987951808,0.12048192771084337,0.10843373493975904,0.5481927710843374,0.26506024096385544,0.2289156626506024,0.12650602409638553,0.1144578313253012,-10.0,-10.0
62,2.0,0.1952662721893491,0.2958579881656805,0.20710059171597633,0.10650887573964497,0.09467455621301775,0.5384615384615384,0.25443786982248523,0.23668639053254437,0.1242603550295858,0.11242603550295859,0.0,0.0
63,2.0,0.19767441860465115,0.28488372093023256,0.21511627906976744,0.12209302325581395,0.09883720930232558,0.5348837209302325,0.25,0.23837209302325582,0.14534883720930233,0.11046511627906977,0.0,-15.0
64,2.0,0.20606060606060606,0.2727272727272727,0.23636363636363636,0.1393939393939394,0.10909090909090909,0.5636363636363636,0.24848484848484848,0.24242424242424243,0.15757575757575756,0.10909090909090909,0.0,-25.0
65,2.0,0.19767441860465115,0.29069767441860467,0.20930232558139536,0.11046511627906977,0.09883720930232558,0.5232558139534884,0.2441860465116279,0.2558139534883721,0.1511627906976744,0.11627906976744186,10.0,0.0
66,2.0,0.2,0.2823529411764706,0.21176470588235294,0.12352941176470589,0.09411764705882353,0.5352941176470588,0.2411764705882353,0.2529411764705882,0.1588235294117647,0.11176470588235295,10.0,-15.0
67,2.0,0.18674698795180722,0.27710843373493976,0.2289156626506024,0.13855421686746988,0.10240963855421686,0.5240963855421686,0.23493975903614459,0.2710843373493976,0.18072289156626506,0.12048192771084337,10.0,-25.0
68,2.0,0.19883040935672514,0.2807017543859649,0.22807017543859648,0.14619883040935672,0.10526315789473684,0.5321637426900585,0.23976608187134502,0.2573099415204678,0.1695906432748538,0.11695906432748537,10.0,-30.0
69,2.0,0.23030303030303031,0.3151515151515151,0.17575757575757575,0.12121212121212122,0.07878787878787878,0.5151515151515151,0.23030303030303031,0.2606060606060606,0.15757575757575756,0.13333333333333333,-10.0,-40.0
